File Name,Transcription,English_Translation
SandalWoodNewsStories_1_part11.wav,ಇದಕಕ ಯವದ ಒದ ದಡಡ ಬಡವಳ ಬಕಗಲಲ ಈಗ ನಮಮಲಲ ಕಳತತ ಇರತತರ ಒದಷಟ ಅದರ ಈಗ ನಮಮಲಲ ಒದ ಕಮಟ ಬರಬಹದ ನಮಮ ಯಟಯಬಲಲ ಇದನನ ಪರಸರ ಮಡದಗ ಇಲಲ ಇದ ಒದ ಇಗ ಇದನನ ಮಡತತದದರ ಅತ ಒದಷಟ ಮದ ಇರತರ ಯವಗಲ ಒದ ಬಲವದ ನಬಕ ಆತಮವಶವಸ ಕಲಸದ ಮಲ ಶರದಧ ಅದ ಬಕ ನನ ಒದ ಕಲಸ ಬಕ ಒದ ಇವತತ ಏನಗತ ಇದ,this doesnt require any big capital now some of you are asking us now you may get a comment when you broadcast this on your youtube there are some people who say no this is it they have been doing this for a long time always have a strong belief selfconfidence and dedication to work thats what you need i need a job whats up today
SandalWoodNewsStories_1_part12.wav,ನವಲಲ ನಡತ ಇರತವ ದಡಡ ಶರಮತನ ಮಗ ಯವದಯವದ ರಜಯದಲಲ ಓದತತದದರ ಬಲವದ ನಬಕ ಆತಮವಶವಸ ಕಲಸದ ಮಲ ಶರದದ ಆ ಕನಸಸತಟ ಎಫರಟ ಬಕಲಲ ಹಗಗ ಇವತತ ಏನಗದ ಅತ ಅದರ ಶರಗಧ ನವ ಎರಡನ ಜನರಷನ ರತರ ನಮಮ ತದ ಆರಥಕವಗ ಒದ ಸದಢವಗ ನಮಮ ತದ ದವದರಪಪ ಈ ಭಗದಲಲ ಚರಪರಚತವದ ಹಸರ ಈಗದರ ರಷಟರಯ ದಳಬ ಬಳಗರರ ಸಘದ ಉಪಧಯಕಷರ ನಯಷನಲ ಪನ ಗರಟ ಅಸಸಯಷನ ನಮಮ ತದ ಒದ ಭದರವದ ಒದ ಆರಥಕ ಬನದ ಹಕದದರ ಅತ ಕಡಮ ನರ,we all look at the son of a big rich man who was studying in some state strong faith selfconfidence dedication to work that consistent effort is not needed what happened today is sandalwood we are second generation farmers our father is financially strong our father devendrappa is a wellknown name in this area even now he is the vice president of the national pomegranate growers association our father has laid a solid economic foundation very little water
SandalWoodNewsStories_1_part13.wav,ಅವನಲಲ ಬರವಲ ಇಲದನ ಗಡ ಬಳಯಬಹದ ಸವಲಪ ಒದ ಎರಡ ಬಯಸಗ ಶರಮಪಡಬಕ ಅವನನ ನನ ಮತತ ಹಗ ಮತಡತಲಲ ಮಡದವ ವಣ ಬಸಯದಲಲ ಶರಗಧ ಮಡತಕಕದದ ಮನ ಬಸಯದಲಲ ಶರಗಧ ಕಷ ಅದನನ ಒದ ತಟದಲಲ ಒದ ಇದನನ ಮಡತ ಇದದವ ಈಗ ಟಟಲ ಬಸಯದಲಲ ಶರಗಧ ಕಷ ಮಡಬಹದ ಅದ ಹಗ ಸಧಯ ಇಲಲ ಅನನತತ ಇದ ಮಡದದ ಅಲಲ ಯವದ ನರನ ಮಲಗಳ ಇಲಲ ಬರವದಲಲ ಶರಗಧ ನನ ಹಳತ ಇದನ ಆಮಲ ತವ ಕಳತ ಇದದರ ಬಟ ಇದಕಕ,he has a borewell he can grow a plant he has to work hard for one or two hundred thousand i am not talking about it again sandalwood should be done in wild farming in home farming sandalwood cultivation has been done in one garden shrigandha i was saying this and then they were asking but this is it
SandalWoodNewsStories_1_part14.wav,ಗಧದ ನಡ ಇದ ಆದರ ಇದ ಜತಗ ಇದಕಕ ಜಗತಕ ಮರಕಟಟಯಲಲ ಇವತತ ದಡಡ ಬಲ ಇದ ದಡಡ ಬಲ ಇದ ತಮಗ ಭವಷಯ ಗತತರತತದ ಸಯಡಲವಡ ಆಯಲ ಒದ ಗಣಮಟಟದ ಶರಗಧದ ಎಣಣ ಇವತತ ಕ ಎಸ ಡ ಎಲ ಅತ ಮಸರ ಸಯಡಲ ಸರಕರ ಡಟಲಸ ಕ ಎಸ ಡ ಎಲ ರಟರನಗ ಮಡತ ಇದ  ಗ  ಗರ ಎರಡ ಪಯಕಗ ಒದ ತಲಲಗ ಎರಡವರ ಸವರ ಬಕ ಮತಡಬಕ ಇವತತ ನಡ ಒದ ಚಳ ಶರಗಧದಲಲ  ಅದರ ಗರ  ಗ  ಆದರ  ಗರ  ಗರ  ಲಕಷ ಒದ ಕಲಮಟರ ಕರನಟಕ ಸರಕರ,this is the land of sandalwood but in addition to this there is a great price in the global market today they know the future sandalwood oil is a quality sandalwood oil today ksdl is returning mysore sandal govt details ksdl two and a half thousand need to be talked about today see in a cold sandalwood  andre g  g  but  g  g  lakh one kilometer karnataka govt
SandalWoodNewsStories_1_part15.wav,ಕರನಟಕದಲಲ ಮಡತ ಇದ ಎರಡ ರಟ ಆಫ  ಲಯಕ ರಪಸ ಪರ ಕಜ ನಮಗ ಗತತರಬಕ ಇವತತ ಕರನಟಕ ಸರಕರ ಕರನಟಕದಲಲ ಇವತತ ಮಡತ ಇದ ಒದ ಕಲ ಶರಗಧದ ಎಣಣ  ಲಖ ಅದ ನಮಮ ಡಲಗ ಕಟಟ ಗ ಬಳತತದ ಅದರ ಇವತತ ಏನದ ಬಳತದ ಸಹಜವಗ ಬಳಯತತದ ಗಣಮಟಟದ ಶರಗಧ ಬರತತದ ಯವದ ಅದಕಕ ಕಟಬಧ ಇಲಲ ರಗ ಬಧ ಇಲಲ ಅದರ ನವ ಆ ಪದಧತ ಪರಕರ ಆ ಪರಕರ ಇದಕಕ ಯವದ ಸರಗಳ ವಚಚ ಇಲಲ ಆದರ ಇದರ ಬಲ ಇರವದರದ ಸಟರತ ವಕನಸ ಆಪರಚನಟ ಅಡ ಥರಡ ಸಧ,two rates of  lakh rupees per kg are being made in karnataka we should know that today the government of karnataka is making  lakhs per kg of sandalwood oil in karnataka according to that system it costs no money but it has a cost strength weakness opportunity and third sandhi
SandalWoodNewsStories_1_part16.wav,ಶಕ ಚಲಜ ಚಲಜ ಸಯಡಲವಡ ಮಲ ಚಲಜ ಅದದ ರಕಷಣ ಪರಟಕಷನ ಬಕಸ ಇಟ ಹಯಸ ದಡಡ ಬಲ ಬಲ ದಡಡ ಬಲ ಬಲ ಏನ ಮಡತರ ಅದರ ಗವರನಮಟ ಜಗದಲಲ ಅದ ಎಲಲರದ ಸರವಜನಕ ಅದ ಎಲಲರದ ಆಸತ ಬಟ ಯರದ ಅಲಲ ಸರಕರ ಆಫಸ ಎಲಲರದ ಆಫಸ ಗರಮಟ ಹಸಪಟಲ ಅದ ಸರವಜನಕ ಏ ಯಕ ನನ ನನ ಇದ ಎಲಲರಗ ತನನತತನ,shock challenge challenge sandalwood challenge said protection protection because it has big price big price price what does it do in government place it is everyones public it is everyones property but who is not government office everyones office government hospital it is public why do i eat it for everyone
SandalWoodNewsStories_1_part17.wav,ಅವನ ಮನ ಅಲನಡ ಹಸಪಟಲ ಎಷಟ ಕಟಟಡ ಎಷಟ ಚನನಗರತತದ ಎಲಲ ಹಲಸ ಮಡರತತರ ಹದ ಹದ ಅದಕಕ ಯರ ಜವಬದರ ಇಲಲ ಅದ ಸರವಜನಕ ಕಸ ಪಬಲಕ ಪಬಲಕ ಪರಪರಟ ಪಟಟಲಲ ಈಗ ನಮಮದ ಎಲಲ ನನನ ಆಧರ ನಬರ ಹಳತನ ಈಗ ನವ ಒದ ಮರ ಕಯಮರದಲಲ ಕವರ ಆದರ ನಮಮಲಲ ಏನ ಕಯಮರ ಇದ ಅದರ ನಮಮ ಕಣಣ ಕಯಮರ ಕನಕಟ ಆಯತಪಪ ಅದರ ನಮಮ ಆಧರ ನಬರ ಟಕನಲಜ ಇಷಟ ಡವಲಪ ಆಗದ ಇವತತ ಜಗತಕ ಮರಕಟಟ ಆಗದ ಗಲಬಲಸಶನ,awn house alnodi hospital how good is the building how good is it all dirty yes yes no one is responsible for that it is public milk public public property is not listed now all yours is my aadhaar number now you tell me one three camera cover but what camera do we have your eye camera connect aytappa andre your aadhaar number technology has developed so much that today it is a global market globalization
SandalWoodNewsStories_1_part18.wav,ಇವತತನ ತತರಜಞನ ನವ ಮಡಕಳಳಬಕ ಅದರ ಇದರ ಬಲ ಇರವದರದ,todays technology is what we need to do because it has a price
SandalWoodNewsStories_1_part19.wav,ಪರಕವದ ಕರಮಗಳನನ ತಗಬಕ ಈಗ ನಮಗ ಅವಕಶಗಳ ಏನದ ತತರಜಞನ ಇದ ಸಕಷಟ ತತರಜಞನ ಇವತತ ಕಯಮರಗಳನನ ಇಡಬಹದ ಸನಸರಸ ಗಳನನ ಇಡಬಹದ ಡಗಸ ಗಳನನ ಹಕಬಕ,complementary measures should be taken what are the opportunities for us now there is enough technology today cameras can be placed
SandalWoodNewsStories_1_part20.wav,ನಮಗ ನಡತರಲಲ ಯಲಕಕ ಲವಗ ದಲಚನನ ಎಲಲ ಸಮಲ ಇದ ಬರವತದ ಹಲ ಸಪಸ ಅತ ಎಗ ಫರಟ ಅತ ಎಗ ಫರಟ ಅತ ಬರತತದ ಅದರ ಪರಕತಯಳಗ ಭಗವತ ಎಲಲ ಕಟಟದದನ ಅತ,you dont want to see all the smells of cinnamon cloves whole spices egg fruit egg fruit god has given everything in nature
SandalWoodNewsStories_1_part21.wav,ಇವಲಲ ನಮಮಲಲ ಬರದಲಲ ಸಬರ ಪದರಥಗಳ ಅತ ಅದರ ಯಕ ಬರವದಲಲ ಆದರ ಇಲಲ ಒದ ಮಲನಡನ ವತವರಣ ನರಮಣಕಕ ಲವಗ ಕರ ಮಣಸ ಕರಮಣಸ,we dont have all these sambar ingredients why dont they come here but to create a mountainous atmosphere cloves curry pepper and black pepper
SandalWoodNewsStories_1_part22.wav,ಇದ ಯಲಕಕ ಯಲಕಕ ನಡ ನವ ಈಗ ಕಪಪಳ ಜಲಲಯಲಲ ಶಟ ಮಡತ ಇದನ ಅತ ಕಫ ಕಫ ಏನ ಆಗಲಲ ನಡ ಪಪರ,this is yalakki yalakki you are now shooting in koppal district
SandalWoodNewsStories_1_part23.wav,ಹಗಗ ಅದರ ಒದ ಪರಕ ವತವರಣ ಮಡಬಕ ಡಸಟರಬಯಷನ ತಟಗರಕ ಇಲಲದ ಮಡತವ ಇಲಲ ಬಕಕ ಅತ ಫರಟ ಇದ ನವ ನಡದರಲಲ ಅದ ಕಯಗಳ ಬಟಟದ ನಡ ಸಧರ ಜತ ಮತಡ ಅತ ಹಳತತದ,for hindi you have to create a conducive environment you can do distribution gardening from here no bocca this is a fruit you have not seen it leaves the same nuts see and talk to sindhur
SandalWoodNewsStories_1_part24.wav,ಗಲಡನ ಬಯಬ ಅತ ಇದ,there is golden bamboo
SandalWoodNewsStories_1_part25.wav,ಆಮಲ ಬದಧ ಬಯಬ ಅತ ಇದ ರತ ಬರತತದ ಕಲ ಮಧಯಮದ ಎಲಲ ಎಪಸಡಗಳ ನಮಗ ಸಗಬಕ ಅತ ಅದರ ಕಲ ಮಧಯಮ ಯಟಯಬ ಚನಲನ ಸಬಸಕರಬ ಮಡ ಬಲ ಐಕನ ಅನನ ಕಲಕ ಮಡ ತಪಪದ ಮಡ ಸನಹತರ ಎಲಲ ಸದರಶನಗಳನನ ನವಗ ಓದಬಹದ wwwcom ಈ ವಬಸಟ ಗ ವಸಟ ಮಡ ಇಟರವಯ ಗಳನನ ಓದ ಓದವ ಸಸಕತ ಹಚಚಗಲ ಧನಯವದ,then it will come like buddha bambu you should get all the episodes of kala madhyam subscribe to kala madhyam youtube channel and click the bell icon without fail friends you can read all the interviews now visit this website wwwcom and read the interviews
SandalWoodNewsStories_1_part26.wav,unable to recognize speech,unable to recognize speech
SandalWoodNewsStories_146_part1.wav,ಸಸಥರ ಕಷ ಅತ ನವ ಏನ ಹಳತರ ಶರಟ ಟಮ ಮಡಕ ಆಗದ ಇದದಗ ಬರಯವರಗ ಮತತ ಗಡ ಮರಗಳ ಇದರನ ಅವನ ಸರವ ವಗದ ಮವ ಇದ ಮತತ ಸಬ ಇರತತ ಅಥವ ಎಲಲಲಲ ಜಗ ಇರತತ ಅತ ಕಡ ಒದದ ಗಧದ ಗಡಗಳನನ ಬಳಸವದಕಕ ನವ ಈ ತರ ಡಮ ಸಟಷನ ಮಡತವ ಗಧ ಒದ ಪಯರಸಟ ಅದ ಅದರ ಅದಗ ಅದ ತನನ ನಯಟರಯಟಸ ನ ಜನರಟ ಮಡಕಳಕಕ ಆಗಲಲ ಅದಕಕಸಕರ ಅದ ಬರ ಬರ ಗಡಗಳ ಬರನ ಜತಗ ಸರಕಡ ಒಬಸರವ ಮಡಕಳಳತತ ಈಗ ನಮಗ ಏನ ಪಕಕದಲಲ ಏನ ಗಡ ಇಲಲದ ಇರಬಹದ ಆದರ ಇಲಲಲಲ ಇಷಟದ ಇದಲಲ ಇದ ಅಲಲ ಅದ ನಮಮ ಡಮ ಸಟಷನ ಪರಕರ ಎಲಲ ಸತಫಲ ಗಡಗಳ ನವ ಹಕದದವ ಆಗತತ,what do you mean by sustainable agriculture when it is not possible to do it for someone else and the trees are there it is not possible to generate modkolam for that it joins with the roots of different plants and observes now you may not have any plants next to you but this is not all here according to our demo station where are the custard apple plants that we have planted
SandalWoodNewsStories_146_part2.wav,unable to recognize speech,unable to recognize speech
SandalWoodNewsStories_146_part3.wav,ನಗ ಏನ ಸಗದಲಲ ಅದಕಕಸಕರ ಸಮರ ಒದ ಎಕರಯಲಲ ಒದ   ಇರಬಕ ಅತ ನಮಗ ಫರಸಟ ಇದದಗ ಏನಗತತ ಅದ ವಡ ಸಗತತ ಆಮಲ ನಚರ ಗ ಹಲಪ ಆಗತತ ನಮಗ ರತರಗ ಇದರ ಮಧಯದಲಲ ಏನ ಬಕದರ ಗಲಡನ ಸದದಪಪ ಅದ ರಟ ಸತಪಪ ಅಲಲ ಇದ ಗಲಡ ಸತಫಲ ಹಗ ಪನಟ ಬಟರ ಗಳ ಈ ತರ ಇದ ಮತತ ಈ ಗಡಗಳ ಬಳಯವದರದ ನಮಗನ ಅನಕಲ ಆಗತತ ಅದರ ಇಲಲ ನಡಲಲ ಈ ಟಮಟ ಬದದಗದ ಕಟಟಬಕ ಇದ ನಯಚರಲ ಆಗರತತದ,you dont get anything for that there should be about  in an acre what happens when we have forest we get wood then nature helps we farmers need anything in the middle of this golden siddappa its not rate sitappa its gold custard apple peanut butters etc what is the benefit for us look here this tomato has fallen
SandalWoodNewsStories_146_part4.wav,ಒದ ಎಕರಗ  ಟನ ಬಳಯವ ಒದ ಪರಸಥತ ಇಲಲದ ಇರಬಹದ ಬಟ ಒಟಟರ ನವ ತಗಡಗ ನಮಗ ಪರಸರ ಮತತ ಆಹರ ಸಸಥರ ಕಷ ಅತ ನವ ಏನ ಹಳತತರ ಶರಟ ಟಮ ಇರಬಕ ರತ ರಟರಡ ಆಗ ಅವನ ಕಯಲಲ ವಯವಸಯ ಮಡಕಕ ಆಗದ ಇದದಗ ಬರಯವರಗ ಮತತ ಗಡ ಮರ,there may not be a situation of growing  tons per acre but overall when you take it we need environment and food sustainable agriculture what do you say it should be short time farmer should be retired when he is not able to farm in his hands then others and plant tree
SandalWoodNewsStories_146_part5.wav,unable to recognize speech,unable to recognize speech
SandalWoodNewsStories_148_part1.wav,unable to recognize speech,unable to recognize speech
SandalWoodNewsStories_148_part2.wav,ಬಳಗಳ ಯವ ಕಟರ ಅಷಟ,crops are the same
